sample,site,unit,dickinson,Qps,QpT,Qms,Qrv,Qrm,Qrg,Kor,Kan,Kpg,Kmi,Kp,Krg,Krm,Krv,Ps,Pmy,Ptw,Prg,Prm,Prv,As,Atw,Arg,Arm,Arv,Lcmif,Lcmir,Lcmic,Lcmich,Lcmi,Lssc,Lcsf,Lcs,Lch,Lchb,Lss,Lsp,Lvf,Lva,Lvg,Lmf1,Lmf2,Lmf3,Lmf4,Rmf5,Lmp1,Lmp2,Lmp3,Lmp4,Rmp5,Lmb1,Sed,Gra,Volc,Met,C,Ap,Gr,Hb,Px,Rt,St,Zr,Mb,Mm,Mrg,Mrm,Chl,Gl,Op,Ph,Si,AR,Bz,Sh,Das,Ech,Fc,Md,Oo,Ra,Se,Fph,Pore,provenance
JR188,la Roche aux Corbeaux,VS,325,12,1,131,0,0,43,1,1,52,0,0,22,0,0,29,1,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,22,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,61,quartzose
JR189,la Roche aux Corbeaux,VS,306,23,0,149,2,0,24,2,0,37,0,1,19,0,0,29,0,0,9,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,18,2,0,46,0,0,0,0,0,0,1,0,0,1,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,10,quartzose
JR203,la Moutonnière,VS,134,14,0,51,0,0,12,0,0,14,0,0,8,0,0,8,0,0,10,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,9,0,1,115,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,82,4,1,0,0,3,0,0,0,0,0,6,quartzose
JR204,la Moutonnière,VS,299,32,0,203,0,0,10,0,1,13,0,0,2,0,0,13,0,0,8,0,0,0,0,0,0,0,2,0,0,2,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,209,0,0,0,0,0,0,0,0,0,5,0,0,3,1,0,0,85,4,0,0,1,1,0,0,0,0,0,1,quartzose
JR205,la Moutonnière,VS,282,31,4,166,0,4,7,0,6,19,0,0,2,0,0,15,0,0,7,6,0,0,0,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,13,7,1,5,95,0,1,0,0,0,0,0,3,1,1,2,0,2,0,0,1,47,3,0,0,1,1,0,0,0,0,0,13,quartzose
JR206,la Moutonnière,VS,309,11,1,246,0,0,8,0,0,19,0,0,2,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,6,3,1,135,0,0,0,0,0,0,1,0,0,2,0,0,7,1,0,0,8,0,0,0,0,0,4,0,0,0,0,11,quartzose
JR208,la Moutonnière,VS,313,15,0,237,0,0,3,1,4,31,0,0,2,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,225,0,0,0,0,0,0,1,0,0,1,0,0,5,6,0,0,2,0,0,0,0,1,0,0,0,0,0,4,quartzose
JR210,la Moutonnière,VS,307,24,0,236,0,0,2,1,18,17,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,189,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1,2,3,0,0,0,0,12,quartzose
JR211,torrent de Curseilles,VC,245,35,13,23,0,0,34,43,0,2,2,2,25,6,0,19,0,1,23,6,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,3,0,0,0,0,1,0,1,24,5,15,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,feldspathic
JR212,la Moutonnière,VS,305,30,0,189,0,0,15,0,29,4,0,0,11,0,0,15,0,0,5,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,164,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,14,2,0,0,0,3,0,0,0,0,0,6,quartzose
JR213,la Moutonnière,VS,316,15,0,230,0,0,3,2,24,6,0,0,2,0,0,17,0,0,3,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,207,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,1,0,2,5,0,0,0,0,0,4,quartzose
JR214,la Moutonnière,VS,320,22,1,208,0,0,14,0,17,11,0,0,6,0,0,24,1,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,13,1,1,186,0,1,0,0,0,2,2,1,1,2,0,0,10,1,0,0,1,0,0,0,0,3,1,0,0,0,0,32,quartzose
JR215,la Moutonnière,VS,310,26,0,168,0,0,19,1,13,23,0,0,7,0,0,23,0,0,12,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,0,117,0,0,0,0,0,0,1,0,0,1,0,1,4,1,0,0,1,0,2,0,0,4,2,0,0,0,0,0,quartzose
JR216,torrent de Curseilles,VS,307,27,1,186,0,0,10,0,31,11,0,0,7,0,0,21,0,0,6,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,1,225,0,0,0,0,0,0,2,3,1,0,0,0,4,1,1,0,10,0,0,0,0,5,0,0,1,0,0,1,quartzose
JR217,torrent de Curseilles,VS,313,6,0,234,0,0,6,0,19,0,0,0,3,0,0,26,0,0,5,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,218,0,0,0,0,0,0,2,0,1,0,0,0,9,0,4,0,1,0,0,0,0,2,0,0,0,0,0,3,quartzose
JR218,torrent de Curseilles,VS,305,14,0,232,0,0,5,2,6,20,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,138,1,0,0,0,0,1,0,2,0,0,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,1,23,quartzose
JR219,torrent de Curseilles,VS,312,41,1,143,1,0,30,6,9,13,0,0,8,0,0,14,0,0,19,0,0,0,0,14,0,0,1,2,0,0,0,0,0,0,4,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,7,18,3,2,144,0,0,0,0,0,0,0,0,0,6,0,0,1,1,2,1,38,3,0,0,1,5,0,0,0,0,0,9,quartzose
JR220,torrent de Curseilles,VS,304,22,0,209,0,0,2,1,31,1,0,0,1,0,0,32,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,122,0,0,0,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,quartzose
JR221,torrent de Curseilles,VS,321,10,0,212,0,0,5,13,12,14,0,0,1,0,0,28,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,261,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,1,0,1,0,1,10,0,0,0,0,0,5,quartzose
JR222,torrent de Curseilles,VS,296,17,0,222,0,0,3,2,14,2,0,0,0,0,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,10,3,2,0,420,0,0,0,1,0,0,1,1,0,0,0,0,5,1,2,0,1,0,0,0,2,14,2,0,0,0,0,4,quartzose
JR223,torrent de Curseilles,VS,316,5,0,234,0,0,5,2,12,7,0,0,1,0,0,32,0,0,3,0,0,1,0,0,0,0,1,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,3,0,0,0,0,14,5,0,3,0,0,4,quartzose
JR224,torrent de la Molertaz,VC,306,20,5,83,0,0,39,0,16,22,0,0,24,0,0,43,0,1,31,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,1,2,0,4,0,2,0,0,2,0,0,0,0,0,0,7,31,4,9,100,0,0,0,0,0,0,0,1,1,0,0,0,4,2,0,0,1,0,0,0,0,10,0,0,0,0,0,6,feldspathic
JR225,torrent de la Molertaz,VC,307,23,4,74,2,0,35,2,1,54,0,0,7,0,0,56,0,0,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,2,1,0,0,1,0,0,0,0,0,0,3,24,6,7,48,0,0,0,0,0,0,0,3,2,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,feldspathic
JR227,torrent de Curseilles,VS,309,10,0,219,0,0,9,16,25,0,0,0,5,0,0,15,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,5,0,0,1,0,0,1,quartzose
JR228,torrent de Curseilles,VS,315,9,0,202,0,0,7,2,50,0,0,0,8,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,298,0,0,0,0,0,0,2,0,0,0,0,0,8,0,1,0,0,0,0,0,1,4,0,0,0,0,0,1,quartzose
JR229,torrent de Curseilles,VS,316,2,0,251,0,0,3,30,8,5,0,0,3,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,quartzose
JR230,torrent de Curseilles,VS,315,23,0,229,0,0,5,1,19,0,0,0,7,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,quartzose
JR231,torrent de Curseilles,VC,279,25,1,39,2,0,21,6,24,25,1,0,11,0,0,63,0,6,27,0,1,1,0,0,0,3,0,0,0,0,2,0,0,0,10,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,12,22,8,0,133,0,0,0,0,0,0,1,2,0,1,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,feldspathic
JR232,torrent de Curseilles,VS,327,15,0,209,0,0,6,9,25,16,0,0,4,0,0,20,0,0,4,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,6,1,0,228,0,0,0,0,0,0,0,1,1,0,0,0,3,3,2,0,2,0,0,0,0,8,4,0,0,0,0,10,quartzose
JR233,torrent de Curseilles,VS,359,14,0,208,0,0,4,8,23,3,0,0,2,0,0,32,0,0,3,0,0,2,0,0,0,0,1,0,0,0,47,1,0,5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,58,5,1,0,362,0,0,0,0,0,0,2,0,2,1,0,0,5,2,4,0,34,0,1,0,12,33,4,0,1,0,0,1,quartzose
JR234,torrent de Curseilles,VS,340,26,2,173,0,0,12,0,14,39,0,0,2,0,0,30,0,0,7,0,0,4,0,1,0,0,1,0,0,0,25,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,0,233,0,0,0,0,1,0,2,4,7,2,0,0,5,0,1,0,6,1,1,0,0,15,7,0,4,0,0,11,quartzose
JR235,torrent de Curseilles,VS,331,21,0,137,0,0,16,17,39,5,0,0,22,0,0,25,0,1,6,0,0,14,0,2,0,0,0,0,0,0,21,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,0,0,406,0,0,0,0,1,0,0,2,5,0,0,1,6,1,0,0,37,1,0,0,7,22,5,0,0,0,1,4,quartzose
JR236,torrent de Curseilles,VS,302,60,7,94,0,0,13,5,0,57,1,0,4,0,0,20,0,4,2,0,0,6,1,3,0,0,1,0,0,0,4,0,0,0,10,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,15,8,2,7,117,0,0,0,0,0,0,0,1,3,0,0,0,3,1,0,0,11,0,0,0,0,0,0,0,0,0,0,18,quartzose
JR237,Château de la Rochette,AS,313,52,2,180,0,0,2,3,29,13,0,0,0,0,0,8,0,0,2,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,99,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,3,0,0,0,0,2,1,0,0,0,0,61,quartzose
JR238,la Renardière,VS,306,0,0,281,0,0,0,2,8,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,48,1,7,0,0,0,0,0,0,0,0,0,0,0,0,27,quartzose
JR239,la Renardière,VC,338,29,4,45,0,2,69,18,16,19,0,0,13,0,0,57,0,1,35,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,4,2,1,1,0,5,0,0,0,0,0,0,8,31,4,9,1,0,0,0,0,0,0,0,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,feldspathic
JR240,meulières de Grand Gueule,VC,297,39,2,34,0,13,42,0,14,36,0,0,8,0,0,45,0,2,35,14,1,1,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,8,22,1,5,27,0,0,0,0,0,0,0,3,0,0,8,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,25,feldspathic
JR242,meulières à Vachat,VC,279,46,7,27,0,5,37,16,22,23,0,0,7,1,0,31,0,3,33,6,0,2,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,7,24,2,7,31,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,8,feldspathic
JR249,Fayaux 1,Gu,306,2,0,188,0,0,0,5,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,180,0,0,0,0,0,0,0,5,0,5,6,0,6,7,8,0,0,0,0,0,0,3,0,0,0,0,0,1,quartzose
JR250,Fayaux 1,Gu,335,0,0,230,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,360,0,0,0,0,0,0,3,5,1,0,0,0,2,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,quartzose
JR251,Fayaux 1,Gu,321,4,0,188,0,0,1,2,0,0,0,0,0,0,0,110,0,0,1,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,231,0,0,0,0,0,0,2,11,2,0,0,0,11,1,15,0,0,0,0,0,0,1,0,0,0,0,0,0,quartzose
JR252a,torrent de Chauffemérande,BM,258,15,4,83,0,0,30,9,10,18,1,0,14,0,0,25,0,0,28,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,2,17,0,12,60,0,0,0,0,0,0,0,0,2,2,0,0,1,3,1,0,1,0,0,0,0,7,0,0,0,1,0,8,feldspathic
JR252b,torrent de Chauffemérande,BM,294,3,0,169,0,0,8,8,33,3,0,0,4,0,0,42,0,0,3,0,0,11,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,0,121,0,0,0,0,0,0,0,6,6,0,0,0,3,3,4,0,1,0,0,0,1,5,0,0,0,0,0,11,quartzose
JR254,torrent de Chauffemérande,BM,313,0,0,221,0,0,1,35,6,1,0,0,1,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144,0,0,0,0,0,0,0,2,0,0,0,0,11,10,31,0,0,0,0,0,0,6,0,0,0,0,0,0,quartzose
JR255,torrent de Chauffemérande,BM,361,0,0,232,0,0,0,1,18,3,0,0,0,0,0,73,0,0,0,0,0,3,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,174,0,1,0,0,0,0,4,1,2,0,0,0,7,9,27,0,3,0,0,0,2,6,0,0,0,0,0,0,quartzose
JR256,torrent de Chauffemérande,BM,307,8,0,183,0,0,15,0,26,13,0,0,5,0,0,42,0,0,11,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,130,0,0,0,0,0,0,1,2,0,1,0,0,1,0,4,0,1,0,0,0,0,10,0,0,0,0,3,7,quartzose
JR257,les Chaix,BM,313,6,0,206,0,0,5,0,32,3,0,0,1,0,0,40,0,0,6,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,0,1,0,0,0,8,5,0,0,0,0,10,3,quartzose
JR258,les Chaix,BM,303,9,0,209,0,0,1,0,37,3,0,0,0,0,0,34,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,159,0,0,0,0,0,0,1,2,1,0,0,0,3,9,11,0,6,0,0,0,0,2,0,0,0,0,2,0,quartzose
JR264,carrière de Saint André,VC,332,36,5,60,1,0,40,2,70,3,0,1,30,1,1,51,0,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,3,34,5,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,60,feldspathic
JR266,la Chavanne (Burdignin),BS,282,30,1,109,0,0,26,7,24,6,0,0,23,0,0,29,0,0,11,2,0,3,0,0,0,0,1,0,0,0,3,1,0,0,2,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,8,18,3,1,289,0,0,0,0,0,0,0,2,3,0,1,0,4,2,2,0,109,6,3,0,9,17,0,0,0,0,0,5,quartzose
JR267,torrent de Carraz,BS,279,8,0,41,6,2,33,29,0,0,0,0,42,0,0,8,0,0,28,2,0,7,1,6,0,26,2,15,2,0,18,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,15,1,1,139,0,0,0,0,0,0,0,7,8,0,0,3,3,8,5,0,3,0,1,0,1,0,0,0,0,0,0,9,feldspathic
JR268,torrent de Carraz,BS,342,0,0,216,0,0,1,59,0,0,0,0,1,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,277,0,0,0,0,0,0,4,2,1,0,0,0,13,5,67,0,0,0,0,1,0,31,0,0,0,0,0,0,quartzose
JR269,torrent de Carraz,BS,308,0,0,215,0,0,1,69,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,180,0,0,0,0,0,0,1,0,0,0,0,0,29,2,8,0,0,0,1,0,0,7,0,0,0,0,0,0,quartzose
JR270,torrent de Carraz,BS,351,25,1,191,0,0,14,52,0,0,0,0,9,0,0,7,0,0,3,0,10,21,0,1,0,0,0,0,0,0,7,1,0,0,2,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,10,8,1,2,116,0,0,0,0,0,0,0,2,6,0,0,3,6,0,3,0,1,0,1,0,0,2,0,0,0,0,0,19,quartzose
JR271,Burdignin,BS,359,20,1,63,0,0,35,117,0,0,1,1,49,0,0,32,0,0,4,0,1,0,2,21,0,0,1,1,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,5,27,0,1,153,0,0,0,0,0,0,1,5,1,0,0,0,1,1,5,0,2,2,2,1,0,1,0,0,0,0,0,3,feldspathic
JR272,carrière de Fillinges 2,VS,315,2,0,251,0,0,0,46,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,279,0,0,0,0,0,1,1,2,0,0,0,0,23,7,2,0,48,0,0,0,0,6,0,0,1,0,0,0,quartzose
JR273,carrière de Fillinges 2,VS,341,21,0,173,0,0,6,77,0,0,0,4,5,0,0,6,0,0,0,0,0,26,2,0,0,0,0,0,0,0,12,0,0,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,194,0,0,0,0,0,0,0,5,0,2,0,0,3,0,5,0,23,0,2,0,2,6,0,0,0,0,0,13,quartzose
JR274,carrière de Fillinges 2,VS,303,36,0,89,2,0,35,22,15,15,0,0,28,0,0,32,0,0,15,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,4,32,6,0,13,0,0,0,0,0,0,0,1,0,2,0,0,2,0,1,0,7,1,0,0,0,0,0,0,0,0,0,35,quartzose
JR275,carrière de Fillinges 2,VS,312,42,1,119,0,0,28,29,14,8,0,0,25,0,0,27,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,26,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,76,quartzose
JR276,carrière de Fillinges 2,VS,328,11,2,182,0,0,10,27,29,1,0,0,8,2,0,21,0,0,6,1,0,7,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,13,10,6,2,203,0,0,0,0,0,0,0,1,1,1,0,0,8,0,4,0,24,1,1,0,1,8,1,0,0,0,0,1,quartzose
JR277,carrière de Fillinges 2,VS,322,20,2,125,0,5,19,36,10,16,0,0,11,5,0,33,0,1,12,0,1,4,0,2,0,0,0,0,0,0,4,0,0,0,4,0,0,1,2,0,9,0,0,0,0,4,0,0,0,0,0,0,9,18,8,4,100,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,17,0,1,0,2,2,0,0,0,0,0,4,quartzose
JR278,torrent Chez le Merizier,BM,315,1,0,206,0,0,1,40,6,1,0,0,1,0,0,46,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,235,0,0,0,0,0,0,0,3,2,0,0,0,1,8,35,0,12,0,0,0,1,25,0,0,2,0,6,5,quartzose
JR279,torrent Chez le Merizier,BM,310,2,0,238,0,0,1,20,5,0,0,0,0,0,0,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,148,0,0,0,0,0,0,0,1,2,0,0,0,1,4,11,5,1,0,0,0,0,1,1,0,0,0,4,0,quartzose
JR280,torrent Chez le Merizier,BM,304,13,0,147,0,0,4,45,20,0,0,0,1,0,0,13,0,2,1,0,0,14,0,3,0,0,0,0,0,0,36,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,37,4,0,1,122,0,0,0,0,0,0,1,2,11,0,0,0,4,1,9,0,7,0,2,0,1,10,0,0,0,0,6,1,quartzose
JR281,torrent Chez le Merizier,BM,317,1,0,211,0,0,0,23,16,0,0,0,0,0,0,42,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,123,0,0,0,0,0,0,1,2,2,0,0,0,1,6,2,0,3,0,0,0,1,1,1,0,0,0,2,0,quartzose
JR282,torrent Chez Rollin,BM,318,6,0,185,0,0,4,48,12,0,1,0,2,0,0,33,0,3,0,0,0,6,0,1,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,3,2,0,130,0,0,0,0,0,1,0,1,0,0,0,0,2,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,quartzose
JR283,torrent Chez Rollin,BM,341,3,0,169,0,0,6,12,30,1,0,0,0,0,0,31,0,0,6,0,0,4,0,1,0,0,0,0,0,0,73,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,6,0,0,270,0,0,0,0,0,0,1,2,3,0,0,0,5,14,71,0,13,0,2,0,0,28,0,0,0,0,5,0,quartzose
JR284,torrent Chez Rollin,BM,319,15,2,181,0,0,13,1,19,4,0,0,0,0,0,47,0,0,13,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,0,1,89,0,0,0,0,0,0,0,1,1,0,0,0,2,0,5,1,4,1,1,0,0,8,1,0,0,0,2,2,quartzose
JR285,nant des Manants,VC,311,17,2,84,2,0,20,68,18,1,0,0,13,0,0,29,0,3,3,0,1,25,0,8,0,0,0,0,0,0,2,0,0,0,10,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,12,16,4,0,141,0,0,0,0,0,0,0,2,4,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,feldspathic
JR288,Rocher d'escalade,AS,316,60,3,139,0,0,12,21,13,13,0,0,10,0,0,19,1,0,5,0,0,7,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,10,9,1,3,105,0,0,0,0,0,0,0,2,1,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,quartzose
