################# General info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# article: Provenance analysis of the Voirons Flysch (Gurnigel nappe, Haute-Savoie, France): Stratigraphic and paleogeographic implications",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# journal name: International Journal of Earth-Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# author: Ragusa J, Kindler P, Segvic B and Ospina-Ostios LM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# affiliation: University of Geneva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# description: Framework composition of the Voirons Flysch following the Gazzi-Dickinson method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
################# Abbreviations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Mineral abbreviations are based on the compilation of Whitney and Evans (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# unit: VS = Voirons Sandstone Fm., VC = Vouan Conglomerate Fm., BM = Boëge Marl Fm., BS = Bruant Sandstone Fm., AS = Allinges Sandstone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# Quartz: Qms = single monocrytalline quartz, Qps = non tectonised polycrystalline quartz, QpT = tectonised polycrystalline quartz, Qr = quartz in rock-fragments (m=metamorphic, g=plutonic, v=volcanic)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# Feldpars: Ks = single K-feldspar, Kr = K-feldspar in rock-fragments, An = anorthite Anr = anorthite in rock fragments, Ab = albite, Abr = albite in rock-fragments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# Lithics: Lci = mudstone to wackestone fragments, Lch = chert, Lmf(1-5) = metapsammite/metafelsite grains, Lmp(1-5) = metapelite grains, Lmb1 = metabasite grains",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# C = calcite cement, Bc = total carbonate bioclast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# D = dense minerals, M = micas, Chl = chlorite, Glt = glauconite, Op = opaque grains, Ph = phosphate, Si = silice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Pore = porosity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample,location,unit,dickinson,Qms,Qps,QpT,Qrv,Qrm,Qrg,Ks,Krv,Krg,Krm,An,Anrv,Anrg,Anrm,Ab,Abrg,Abrv,Abrm,Lci,Ls,Lch,Lv,Lmf1,Lmf2,Lmf3,Lmf4,Rmf5,Lmp1,Lmp2,Lmp3,Lmp4,Rmp5,Lmb1,C,D,M,Chl,Glt,Op,Ph,Si,Bc,Pore
JR78,torrent de Supersaxel,BM,318,177,3,0,0,0,5,52,0,0,0,68,0,4,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,140,0,3,0,3,6,13,0,13,2
JR79,torrent de Supersaxel,BM,324,258,5,0,0,0,1,17,0,0,0,30,0,1,0,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,141,3,3,0,1,6,17,0,22,1
JR80,la Parire,VC,374,50,41,7,0,1,46,45,0,4,2,93,0,61,4,1,1,0,0,0,4,1,5,0,0,0,0,3,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,18
JR84,route des Monastères,VS,319,104,16,1,1,0,24,48,0,14,0,56,0,17,1,0,0,0,0,10,0,2,14,0,0,0,0,1,0,0,0,0,0,0,126,0,7,0,2,0,2,0,19,9
JR85,route des Monastères,VS,301,128,9,0,0,0,19,50,0,2,0,54,0,15,0,0,0,0,0,5,2,6,5,0,0,0,0,0,0,0,0,0,0,0,117,1,12,0,5,0,5,0,9,10
JR86,route des Monastères,VS,329,44,15,9,3,0,44,55,0,12,0,43,39,36,3,1,0,0,0,0,2,1,18,1,0,0,0,3,1,0,0,0,0,0,114,1,6,1,3,2,2,0,25,0
JR87,route des Monastères,VS,326,184,0,0,0,0,6,2,0,0,0,86,0,8,0,1,0,0,0,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,255,0,6,0,9,1,19,0,29,25
JR88,Conglomérat du Signal,VS,303,140,26,0,0,0,12,47,0,2,0,46,3,9,0,0,0,0,0,0,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,59
JR89,route des Monastères,VS,304,165,29,2,0,0,10,15,0,2,0,64,0,10,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,3,0,1,0,0,55
JR90,le Planet,VS,314,185,49,1,1,0,13,32,1,4,0,10,0,8,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,58
JR91,le Planet,VS,308,212,34,1,0,0,5,33,0,5,0,6,0,2,0,1,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,1,69
JR92,le Planet,VS,305,210,12,2,0,0,7,28,0,1,0,28,0,6,0,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,86
JR94,torrent de Curseilles,VS,283,18,51,7,1,0,45,54,0,0,0,40,0,45,11,0,0,0,0,0,0,3,4,0,1,2,0,0,0,0,0,0,0,0,7,0,2,1,0,1,0,0,2,3
JR95,torrent de Curseilles,VS,307,47,38,3,0,0,29,29,0,22,3,43,5,20,2,2,0,0,0,0,1,6,3,0,1,0,0,2,0,0,0,0,0,0,39,0,1,0,1,0,0,0,2,12
JR96,torrent de Curseilles,VS,278,49,35,4,0,2,28,46,0,21,2,39,1,19,1,1,0,0,0,0,2,2,6,0,2,0,0,3,0,0,0,0,0,0,65,0,1,0,0,0,0,0,1,26
JR97,torrent de Curseilles,VS,312,135,23,0,1,0,19,9,0,16,0,37,0,10,0,2,0,0,0,9,0,3,7,0,0,0,0,0,0,0,0,0,0,0,146,0,3,0,5,2,3,0,12,6
JR98,torrent de Curseilles,VS,309,81,21,1,0,0,21,43,0,20,2,69,1,10,0,0,0,0,0,1,0,5,16,0,0,0,0,1,0,0,0,0,0,0,116,0,6,0,3,3,0,0,0,1
JR99,torrent de Curseilles,VS,305,47,54,11,0,0,33,40,0,22,4,36,0,20,1,0,0,0,0,0,5,7,5,2,0,0,0,3,1,0,0,0,0,0,24,0,1,0,0,2,0,0,0,31
JR100,torrent de Curseilles,VS,303,55,41,9,0,0,22,20,0,11,1,56,1,11,4,1,0,0,0,0,0,4,8,1,0,0,0,4,0,0,0,0,0,0,29,0,5,1,0,1,0,0,0,34
JR101,torrent de Curseilles,VS,325,115,17,4,0,0,28,64,0,8,0,50,0,17,0,0,0,0,0,3,5,4,7,1,0,0,0,0,0,1,0,0,0,0,88,0,5,0,1,1,0,0,1,3
JR102,Signal des Voirons ,VS,276,103,35,1,1,0,26,43,0,17,0,13,0,17,0,0,0,0,0,9,0,3,8,0,0,0,0,0,0,0,0,0,0,0,183,0,8,0,1,0,0,0,21,13
JR105,Crête des Voirons (Signal-Brantaz),VS,219,62,30,2,0,1,23,30,0,7,0,15,0,21,2,0,0,0,0,8,3,6,3,0,1,0,0,0,0,1,0,0,0,0,127,0,6,0,1,1,1,0,7,6
JR106,Pralère,VS,232,80,35,4,0,0,23,23,0,18,0,19,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,5,1,0,1,0,7
JR107,la Roche aux Corbeaux,VS,320,87,39,4,2,1,37,39,0,12,1,52,1,31,3,0,0,0,0,0,1,4,6,0,0,0,0,3,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,27
JR108,torrent de Curseilles,VS,286,44,29,17,4,0,38,34,2,28,1,27,2,21,3,0,1,0,0,6,1,4,11,0,0,0,0,5,2,0,0,0,0,0,0,1,11,0,0,1,0,0,7,4
JR109,torrent de Curseilles,VS,318,97,23,1,1,0,10,31,1,4,0,69,2,9,0,0,0,0,0,3,0,6,13,1,1,0,0,0,0,0,0,0,0,0,56,1,1,0,5,6,0,0,0,4
JR110,torrent de Curseilles,VS,303,45,32,10,1,0,39,59,1,25,7,36,2,27,5,0,0,0,0,2,1,0,6,1,1,0,0,0,0,0,0,0,0,0,32,0,2,1,0,2,0,1,5,3
JR111,torrent de Curseilles,VS,329,181,17,1,0,0,10,51,0,5,0,28,0,7,0,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,1,5,0,22,2,1,1,27,0
JR112,torrent de Curseilles,VS,308,183,4,0,0,0,13,31,0,1,0,56,0,9,0,2,0,0,0,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,237,1,7,0,30,11,15,0,38,0
JR113,torrent de Curseilles,VS,307,100,24,4,0,0,18,70,0,11,2,49,0,6,0,2,0,0,0,1,0,3,2,0,0,0,0,1,0,0,0,0,0,0,140,0,6,0,5,18,6,0,7,2
JR114,torrent de Curseilles,VS,300,139,37,0,0,0,5,45,0,3,0,18,0,2,0,25,1,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,7,3,0,0,0,15
JR115,torrent de Curseilles,VS,315,125,17,1,0,0,24,41,0,16,0,46,1,15,0,3,0,0,0,5,0,0,10,1,1,0,0,0,0,0,0,0,0,0,166,0,7,0,10,5,1,0,16,2
JR116,torrent de Curseilles,VS,342,64,40,16,1,2,45,7,0,20,3,36,0,24,5,0,0,0,0,0,3,4,8,1,0,0,0,3,2,0,0,0,0,0,113,0,4,0,0,6,0,0,9,6
JR119,torrent de Curseilles,VS,172,34,10,7,0,0,23,16,0,15,4,24,2,19,3,0,0,0,0,2,3,1,6,0,0,0,0,5,0,0,0,0,0,0,48,0,0,0,0,3,0,0,0,4
JR120,torrent de Curseilles,VS,309,105,15,1,0,0,19,63,1,8,0,72,0,11,0,0,0,0,0,1,0,5,7,0,0,0,0,0,0,0,0,0,0,0,124,1,2,0,2,14,0,0,1,0
JR121,torrent de Curseilles,VS,313,204,2,0,0,0,4,0,0,0,0,93,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,7,0,12,23,14,0,9,0
JR122,torrent de Curseilles,VS,323,102,15,3,0,0,30,0,0,15,0,57,0,17,2,0,0,0,0,11,1,0,6,0,0,0,0,2,0,0,0,0,0,0,115,0,7,0,0,5,0,0,3,0
JR123,torrent de Curseilles,VS,309,156,5,1,0,0,17,43,0,10,0,56,0,7,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,83,0,6,0,5,5,1,0,1,4
JR124,torrent de Curseilles,VS,317,79,30,6,2,0,15,66,3,7,3,61,0,17,1,0,0,0,0,4,1,3,9,0,0,0,1,3,1,0,0,0,0,0,65,0,10,0,1,2,0,0,2,7
JR125,torrent de Curseilles,VS,316,47,23,10,1,0,39,18,0,36,2,50,3,25,7,0,0,0,0,3,1,0,8,0,0,0,0,6,1,0,0,0,0,0,83,0,4,1,2,3,0,0,1,4
JR126,torrent de Curseilles,VS,314,59,36,7,1,0,28,53,0,29,1,52,0,6,0,1,0,0,0,0,0,2,20,0,0,0,0,1,0,0,0,0,0,0,59,0,8,0,1,0,0,0,0,9
JR129,torrent de Curseilles,VS,312,146,12,1,0,0,32,25,0,19,0,30,0,15,0,6,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,143,2,3,0,17,4,0,0,7,0
JR130,torrent de Curseilles,VS,311,23,29,8,1,10,67,15,0,36,2,34,0,39,6,0,0,0,0,0,0,0,6,0,0,0,0,8,2,0,0,0,0,0,41,0,9,3,1,0,0,0,0,20
JR131,torrent de Curseilles,VS,315,37,37,6,0,1,32,61,0,21,0,63,0,21,2,0,0,0,0,0,2,0,3,0,2,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,29
JR134,torrent de Curseilles,VS,336,51,34,8,2,0,52,38,1,29,3,45,0,34,3,0,0,0,0,1,3,1,10,2,0,1,0,4,0,0,0,0,0,0,43,0,4,0,0,0,0,0,0,4
JR136,Burdignin,BS,304,51,25,10,1,0,26,41,0,22,1,54,1,13,6,6,0,0,0,0,2,1,13,0,0,0,0,4,0,0,0,0,0,0,132,0,5,2,3,1,0,0,6,44
JR138,Burdignin,BS,312,55,46,3,0,0,39,45,0,21,0,46,0,25,0,2,2,0,0,2,1,2,7,0,0,0,0,0,4,0,0,0,0,0,101,0,4,0,1,1,0,0,4,16
JR139,nant de la Combe Ecuer,BS,304,217,0,0,0,0,0,29,0,0,0,37,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,312,0,8,0,14,4,1,0,6,2
JR140,Granges Gaillard 1,VS,307,31,34,8,0,1,62,32,0,32,5,29,2,43,2,2,11,0,0,0,0,3,7,0,0,0,0,3,0,0,0,0,0,0,47,0,7,0,0,1,0,0,2,7
JR141,Granges Gaillard 1,VS,294,33,22,2,4,0,65,26,0,38,0,28,4,46,0,0,0,0,0,0,0,10,5,0,0,1,0,1,0,0,0,0,0,0,101,0,4,0,0,1,0,0,7,7
JR142,D50,VS,368,58,0,3,1,0,92,9,0,24,6,46,1,79,0,0,0,0,0,0,1,1,5,2,0,0,0,1,0,0,0,0,0,0,0,0,19,1,1,0,0,0,1,31
JR143,D50,VS,305,94,25,1,1,0,20,59,2,7,0,62,2,16,0,3,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,60
JR144,la Coterie,VS,332,204,51,0,0,0,1,27,0,1,0,22,0,2,0,0,0,0,0,20,0,2,1,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,5,1,1,0,14,15
JR145,Crête des Voirons 2,VS,332,231,15,4,0,0,6,1,0,5,0,10,0,2,0,2,0,0,0,18,0,6,4,0,0,0,0,0,0,0,0,0,0,0,314,1,2,0,6,0,3,0,31,1
JR146,Crête des Voirons 2,VS,305,214,19,7,0,0,7,2,0,0,0,5,0,1,0,0,0,0,0,16,1,14,0,0,0,0,0,0,0,0,0,0,0,0,202,0,8,0,7,1,0,0,12,28
JR147,Crête des Voirons 2,VS,320,196,28,3,0,0,20,17,0,1,0,9,0,8,0,0,0,0,0,13,2,4,0,0,0,0,0,0,0,0,0,0,0,0,178,1,2,0,8,3,1,0,12,14
JR148,Crête des Voirons 2,VS,282,194,6,1,5,0,3,6,0,3,0,10,0,2,0,0,0,0,0,17,0,5,1,0,0,0,0,0,0,0,0,0,0,0,265,2,0,0,2,0,1,0,16,2
JR149,Crête des Voirons 2,VS,304,175,38,0,0,0,3,6,0,4,0,5,2,1,0,1,0,0,0,18,1,8,3,0,0,0,0,0,0,0,0,0,0,0,192,1,1,0,1,0,1,1,16,37
JR150,Crête des Voirons 3,VS,259,145,5,0,0,0,3,4,0,4,0,13,0,2,0,1,0,0,0,34,0,3,3,0,0,0,0,0,0,0,0,0,0,0,287,1,1,0,8,0,3,1,21,2
JR151,Crête des Voirons 3,VS,314,192,16,1,0,0,2,21,0,1,0,36,0,1,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,6,3
JR152,Crête des Voirons 3,VS,188,100,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,56,0,2,0,0,0,0,0,0,0,0,0,0,0,0,292,0,4,0,12,0,5,1,109,1
JR153,Crête des Voirons 3,VS,327,228,5,0,0,0,5,2,0,4,0,16,0,4,0,0,0,0,0,18,0,5,0,0,0,0,0,0,0,0,0,1,0,0,112,1,2,0,3,1,0,0,11,9
JR154,Saut de la Pucelle,VS,285,164,0,0,0,0,2,0,0,4,0,9,1,0,0,0,0,0,0,32,1,4,1,0,0,0,0,0,0,0,0,0,0,0,308,3,4,0,12,1,9,2,7,4
JR155,Saut de la Pucelle,VS,238,156,1,0,0,0,1,0,0,2,0,6,0,0,0,1,0,0,0,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,327,1,5,0,6,1,4,3,20,2
JR156,Saut de la Pucelle,VS,304,194,23,0,0,0,14,26,0,5,0,22,0,11,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,140,0,4,0,4,3,3,0,20,2
JR157,Saut de la Pucelle,VS,326,212,13,0,0,0,6,5,0,5,0,8,0,2,0,1,0,0,0,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,280,3,1,0,8,2,2,1,10,16
JR158,Saut de la Pucelle,VS,321,208,11,0,10,0,3,0,0,5,0,1,8,0,0,1,0,0,0,18,0,3,1,0,0,0,0,0,0,0,0,0,0,0,243,2,4,0,6,0,3,3,10,6
JR159,Saut de la Pucelle,VS,317,167,12,1,8,0,12,8,0,10,4,20,18,3,0,2,0,0,0,24,0,6,2,1,0,0,0,1,0,0,0,0,0,0,251,0,3,3,7,0,1,2,45,7
JR160,Crête des Voirons 4,VS,321,237,13,2,0,0,3,3,0,2,0,14,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,83
JR161,Crête des Voirons 4,VS,319,218,22,1,0,0,6,3,0,3,0,28,3,5,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,0,0,0,82
JR162,Crête des Voirons 4,VS,319,223,18,1,3,0,4,0,0,0,0,30,2,1,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,44
JR163,Crête des Voirons 6,VS,304,202,32,0,0,0,5,4,0,4,0,11,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,81
JR164,Crête des Voirons 6,VS,312,196,47,1,0,0,5,35,0,3,0,1,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,109
JR165,Crête des Voirons 5,VS,353,186,17,3,0,0,16,23,0,24,0,12,0,5,0,1,0,0,0,19,2,11,3,2,0,0,0,0,0,0,0,0,0,0,263,0,2,0,4,0,1,0,47,6
JR166,Crête des Voirons 5,VS,321,188,57,0,0,0,8,22,0,5,0,15,0,3,0,1,0,0,0,9,2,8,3,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,2,0,0,2,12,53
JR167,Crête des Voirons 5,VS,313,146,74,2,0,0,14,30,0,6,0,11,0,7,0,0,0,0,0,9,4,7,3,0,0,0,0,0,0,0,0,0,0,0,81,0,1,0,0,2,1,1,16,5
JR168,Crête des Voirons 5,VS,310,213,25,1,0,0,1,54,0,1,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,52
JR169,Crête des Voirons 5,VS,323,162,42,1,3,0,20,32,0,8,3,8,7,14,0,0,1,0,0,11,1,4,3,0,0,0,0,1,0,0,0,0,0,0,241,0,1,1,4,0,0,0,18,1
JR171,Crête des Voirons 5,VS,308,204,57,3,0,0,2,24,0,0,0,11,0,2,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,88
JR173,pointe de Brantaz,VS,320,156,49,1,0,0,21,37,0,3,0,10,0,11,0,5,23,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,23
JR175,Pralère,VS,314,177,28,2,0,1,6,58,0,9,2,23,0,0,0,0,0,0,0,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,51,0,0,0,7,0,0,0,4,4
JR176,Pralère,VS,314,144,44,0,0,0,15,62,0,5,0,19,0,4,0,9,3,0,0,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,61,0,1,0,0,0,0,0,2,30
JR180,Crête des Voirons 7,VS,312,123,46,0,0,0,17,45,0,15,0,35,0,10,0,6,0,0,0,4,0,0,4,0,1,0,0,0,0,0,1,0,0,0,112,0,8,0,3,0,0,0,9,9
JR184,la Roche aux Corbeaux,VS,323,133,23,1,0,0,33,57,0,20,0,23,0,22,0,3,0,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,78,1,3,0,1,0,2,0,2,13
JR185,la Roche aux Corbeaux,VS,312,189,12,0,0,0,11,42,0,8,0,25,0,5,0,6,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,169,0,1,0,8,0,0,0,8,4
JR186,la Roche aux Corbeaux,VS,314,114,29,1,2,5,27,55,0,6,0,35,1,21,8,4,0,0,0,2,0,0,3,0,0,0,1,1,0,0,0,0,0,0,30,0,7,0,1,0,0,0,0,1
JR187,la Roche aux Corbeaux,VS,267,84,30,2,0,3,29,37,0,15,1,22,0,16,6,6,3,0,0,4,0,1,4,0,0,0,2,2,0,0,0,0,0,0,105,0,0,1,1,3,1,0,9,7
JR188,la Roche aux Corbeaux,VS,325,131,12,1,0,0,43,53,0,22,0,30,0,25,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1,0,0,0,3,61
JR189,la Roche aux Corbeaux,VS,306,149,23,0,2,0,24,38,0,19,0,29,4,9,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,46,1,1,1,2,2,0,0,1,10
JR203,la Moutonnière,VS,134,51,14,0,0,0,12,14,0,8,0,8,0,10,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,1,0,0,0,115,0,3,0,1,0,1,0,90,6
JR204,la Moutonnière,VS,299,203,32,0,0,0,10,14,0,2,0,13,0,8,0,0,0,0,0,10,1,6,0,0,0,0,0,0,0,0,0,0,0,0,209,0,5,0,3,1,0,0,91,1
JR205,la Moutonnière,VS,282,166,31,4,0,4,7,25,0,2,0,15,0,7,6,0,0,0,0,8,0,5,1,0,0,0,0,2,1,0,0,0,0,0,95,1,7,0,2,0,0,1,52,13
JR206,la Moutonnière,VS,309,246,11,1,0,0,8,19,0,2,0,11,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,135,1,2,0,7,1,0,0,12,11
JR208,la Moutonnière,VS,313,237,15,0,0,0,3,35,0,2,0,14,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225,1,1,0,5,6,0,0,3,4
JR210,la Moutonnière,VS,307,236,24,0,0,0,2,35,0,3,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,189,0,2,0,1,1,1,0,6,12
JR211,torrent de Curseilles,VS,245,23,35,13,0,0,34,6,0,25,6,20,0,23,6,2,3,0,0,0,0,1,3,1,1,0,0,3,0,0,0,0,1,0,21,0,1,0,0,0,0,0,1,6
JR212,la Moutonnière,VS,305,189,30,0,0,0,15,33,0,11,0,15,0,5,0,2,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,164,0,1,0,2,0,0,0,19,6
JR213,la Moutonnière,VS,316,230,15,0,0,0,3,30,0,2,0,17,0,3,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,207,2,0,0,3,0,0,0,9,4
JR214,la Moutonnière,VS,320,208,22,1,0,0,14,28,0,6,0,25,0,7,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,186,5,4,0,10,1,0,0,5,32
JR215,la Moutonnière,VS,310,168,26,0,0,0,19,36,0,7,0,23,0,12,0,0,0,0,0,14,0,3,1,0,0,0,0,0,0,0,0,0,0,0,117,1,1,1,4,1,0,0,9,0
JR216,torrent de Curseilles,VS,307,186,27,1,0,0,10,42,0,7,0,21,0,6,0,1,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,225,2,4,0,4,1,1,0,16,1
JR217,torrent de Curseilles,VS,313,234,6,0,0,0,6,19,0,3,0,26,0,5,0,3,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,218,2,1,0,9,0,4,0,3,3
JR218,torrent de Curseilles,VS,305,232,14,0,0,0,5,26,0,3,0,17,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,138,2,2,0,3,0,4,0,2,23
JR219,torrent de Curseilles,VS,312,143,41,1,1,0,30,22,0,8,0,14,0,19,0,0,14,0,0,3,0,4,5,1,0,0,0,0,0,0,0,0,0,0,144,0,6,0,1,1,2,1,47,9
JR220,torrent de Curseilles,VS,304,209,22,0,0,0,2,32,0,1,0,32,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,122,0,2,0,4,0,1,0,0,20
JR221,torrent de Curseilles,VS,321,212,10,0,0,0,5,26,0,1,0,28,0,4,0,0,0,0,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,261,0,2,0,3,0,1,0,13,5
JR222,torrent de Curseilles,VS,296,222,17,0,0,0,3,16,0,0,0,21,0,2,0,0,0,0,0,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,420,2,1,0,5,1,2,0,19,4
JR223,torrent de Curseilles,VS,316,234,5,0,0,0,5,19,0,1,0,32,0,3,0,1,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,4,3,0,1,25,4
JR224,torrent de la Molertaz,VC,306,83,20,5,0,0,39,38,0,24,0,44,3,31,4,0,0,0,0,3,2,2,6,0,2,0,0,2,0,0,0,0,0,0,100,0,2,0,4,2,0,0,11,6
JR225,torrent de la Molertaz,VC,307,74,23,4,2,0,35,55,0,7,0,56,1,35,1,0,0,0,0,0,0,3,6,2,1,0,0,1,0,0,0,0,0,0,48,0,5,0,3,1,0,0,3,3
JR227,torrent de Curseilles,VS,309,219,10,0,0,0,9,25,0,5,0,15,0,1,0,1,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,4,0,1,2,6,1
JR228,torrent de Curseilles,VS,315,202,9,0,0,0,7,50,0,8,0,32,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,298,2,0,0,8,0,1,0,5,1
JR229,torrent de Curseilles,VS,316,251,2,0,0,0,3,13,0,3,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,1,0,0,0,1,14
JR230,torrent de Curseilles,VS,315,229,23,0,0,0,5,19,0,7,0,11,0,3,0,0,0,0,0,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,1,0,0,0,2,3
JR231,torrent de Curseilles,VS,279,39,25,1,2,0,21,50,0,11,0,69,1,27,0,1,0,0,0,2,0,10,11,0,0,0,0,0,0,0,0,0,0,0,133,1,3,0,4,0,0,0,8,5
JR232,torrent de Curseilles,VS,327,209,15,0,0,0,6,41,0,4,0,20,0,4,0,2,0,0,0,12,0,4,1,0,0,0,0,0,0,0,0,0,0,0,228,0,2,0,3,3,2,0,14,10
JR233,torrent de Curseilles,VS,359,208,14,0,0,0,4,26,0,2,0,32,0,3,0,2,0,0,0,48,6,4,2,0,0,0,0,0,0,0,0,0,0,0,362,2,3,0,5,2,4,0,85,1
JR234,torrent de Curseilles,VS,340,173,26,2,0,0,12,53,0,2,0,30,0,7,0,4,1,0,0,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,233,3,13,0,5,0,1,0,34,11
JR235,torrent de Curseilles,VS,331,137,21,0,0,0,16,44,0,22,0,26,0,6,0,14,2,0,0,21,0,3,2,0,0,0,0,0,0,0,0,0,0,0,406,1,7,1,6,1,1,0,72,4
